Gene_symbol_ENTREZ_ID	Effect_size	p_value	q_value
PRPF38A (84950)	-0.190179199	0.000797219	0.00226036
ANGPT1 (284)	-0.190125987	0.164438544	0.242397127
TWIST1 (7291)	-0.190113943	0.281622385	0.378927392
DGKQ (1609)	-0.190091798	0.003539448	0.008592339
SLC24A1 (9187)	-0.189870911	0.001103438	0.003031169
SEC61A2 (55176)	-0.189855702	0.006117741	0.013912811
PLEKHM2 (23207)	-0.189811135	0.00021963	0.000709038
ZNF177 (7730)	-0.189762654	0.007391588	0.016465506
UBIAD1 (29914)	-0.189761838	0.000135084	0.000457951
SF3A1 (10291)	-0.189695594	0.000716382	0.002053994
NFX1 (4799)	-0.18968735	6.56E-05	0.000238713
ZNF431 (170959)	-0.18961753	0.01304453	0.027220893
SLC30A4 (7782)	-0.189593497	0.00836437	0.018356929
IL17RA (23765)	-0.189440116	0.0078025	0.017262344
SLTM (79811)	-0.189401669	4.19E-05	0.000158577
HAUS4 (54930)	-0.189374272	0.002928122	0.007260196
ZFP69B (65243)	-0.189212819	0.012152466	0.025574015
ZNF624 (57547)	-0.189200029	5.82E-06	2.64E-05
REG4 (83998)	-0.189181019	0.202446813	0.288752927
SENP1 (29843)	-0.189048739	0.000625093	0.00181404
ZBTB49 (166793)	-0.189033951	1.12E-06	5.84E-06
TBXA2R (6915)	-0.188945945	0.006284672	0.014244507
APEX1 (328)	-0.18890345	0.000456065	0.001365271
GRK5 (2869)	-0.188841245	0.103551625	0.163321166
ZNF81 (347344)	-0.18875524	0.000134991	0.000457718
LRBA (987)	-0.188744587	0.009856262	0.021234213
FBRS (64319)	-0.188687334	0.00022022	0.000710585
LTV1 (84946)	-0.188681962	0.000388654	0.001184588
CDK5RAP3 (80279)	-0.18867296	0.001966648	0.005089089
GSTM4 (2948)	-0.188642887	0.190669025	0.274666563
ATP5PF (522)	-0.188564581	7.48E-05	0.000268923
MUSTN1 (389125)	-0.188559517	6.21E-05	0.000226998
UQCRH (7388)	-0.188551065	0.114623977	0.178055941
INVS (27130)	-0.188543875	0.000109269	0.000378476
RBM43 (375287)	-0.188417179	0.001899941	0.00493186
SIN3A (25942)	-0.188347994	0.000958617	0.002672458
MORF4L1 (10933)	-0.188310953	0.000353354	0.001087384
ZBTB48 (3104)	-0.188251062	0.001715864	0.004493639
RPL35 (11224)	-0.188224433	0.000249712	0.000794892
CLCN6 (1185)	-0.188177658	0.002125008	0.005456164
TBC1D25 (4943)	-0.188148486	0.000427528	0.00128976
ANKRD10 (55608)	-0.18812996	0.01425594	0.02938369
RUFY4 (285180)	-0.188111843	0.000431531	0.001299548
CYTH1 (9267)	-0.188034143	0.022005723	0.042952442
GPAT4 (137964)	-0.187986102	0.00199589	0.005159935
MTRF1L (54516)	-0.187951681	7.47E-05	0.000268472
ENOPH1 (58478)	-0.18794259	0.000149274	0.00050195
NPHP4 (261734)	-0.187913086	0.002393062	0.006061494
ZNF609 (23060)	-0.187869483	0.000799178	0.002264573
FBXO30 (84085)	-0.187851762	0.000315682	0.00098267
SHISA3 (152573)	-0.187801584	0.066883487	0.112564174
ACAP3 (116983)	-0.187736136	0.023739047	0.045821769
MRPS18C (51023)	-0.187627661	6.75E-05	0.000244507
PUS1 (80324)	-0.187624604	0.000885639	0.002484202
ERP29 (10961)	-0.187593893	0.000163751	0.000544716
ARMH4 (145407)	-0.187508779	0.037899337	0.068823936
TDG (6996)	-0.187488534	0.001436378	0.003839433
GIGYF1 (64599)	-0.187463222	0.004281182	0.010185031
NFKBIE (4794)	-0.187401049	0.015937471	0.032385833
RBL2 (5934)	-0.187361005	0.005061996	0.011754834
CCDC92 (80212)	-0.18735185	0.062518555	0.10622661
LRRC40 (55631)	-0.187291768	0.00039226	0.001194436
LY75 (4065)	-0.187289658	0.206398442	0.293405494
HSD11B1 (3290)	-0.187255469	0.057481641	0.09874628
CREBBP (1387)	-0.18722876	0.002400322	0.006077472
C19orf70 (125988)	-0.187195074	0.000206114	0.00066981
ARIH2OS (646450)	-0.187117421	6.79E-05	0.000245959
VCAM1 (7412)	-0.186938272	0.147440312	0.220670575
SRSF5 (6430)	-0.186896864	0.000353272	0.001087384
FBXO33 (254170)	-0.186846739	0.000136201	0.000461573
SPDYE2 (441273)	-0.18680118	0.000720458	0.002063503
C2CD5 (9847)	-0.186799517	0.00284121	0.007071179
EBI3 (10148)	-0.186759243	0.134975926	0.204752704
SCNN1D (6339)	-0.186740537	0.011430273	0.024270313
MMS22L (253714)	-0.186715779	0.005584306	0.012830767
CASS4 (57091)	-0.186646955	0.005253597	0.012151124
ZNF592 (9640)	-0.186531918	0.000244272	0.000779018
UBE2R2 (54926)	-0.186495048	0.000104662	0.000364034
ANKRD11 (29123)	-0.186324645	0.000460761	0.001378036
ELANE (1991)	-0.186324558	0.105913603	0.166333881
NCOA4 (8031)	-0.186319833	0.000439673	0.001321766
WIZ (58525)	-0.186220715	0.000447353	0.001341708
GFOD2 (81577)	-0.186198212	0.00022765	0.000731785
FBXO42 (54455)	-0.186174692	4.95E-05	0.000184617
ZFPM1 (161882)	-0.186151108	0.00833127	0.018301072
HDC (3067)	-0.186128756	0.001675915	0.004396235
SHF (90525)	-0.186113996	0.078453082	0.128907887
JMJD1C (221037)	-0.186095948	0.002231147	0.005694318
RNPS1 (10921)	-0.18608397	0.000166585	0.000552991
CMC1 (152100)	-0.186051182	0.000104747	0.000364264
GALNT1 (2589)	-0.18604789	0.032897268	0.060860581
TBCEL (219899)	-0.185995604	0.015506454	0.031617378
STX7 (8417)	-0.185989217	0.014492834	0.02980778
GGACT (87769)	-0.185980312	0.016951167	0.034180866
SLC25A26 (115286)	-0.185802553	3.86E-05	0.000147099
FBXL3 (26224)	-0.185795058	0.000146108	0.000492791
ATXN10 (25814)	-0.185774689	0.001195218	0.003254339
LYSMD2 (256586)	-0.18575739	0.050549796	0.0883606
HEATR5B (54497)	-0.185655103	0.000143345	0.000484156
PCBP2 (5094)	-0.185580713	2.96E-05	0.000115535
CEP19 (84984)	-0.185450401	0.003684199	0.008897478
IRAK3 (11213)	-0.18542481	0.064931005	0.109789716
PPP1R7 (5510)	-0.185284386	1.72E-05	7.04E-05
PRKRA (8575)	-0.185271031	1.66E-05	6.84E-05
LYG1 (129530)	-0.18520603	0.000762978	0.002173255
ACO2 (50)	-0.185191555	0.000211845	0.000685988
CXXC5 (51523)	-0.18518562	0.182547648	0.264548992
POLQ (10721)	-0.185100726	0.006319547	0.014310552
WWOX (51741)	-0.185080395	0.016477052	0.033368685
DRAXIN (374946)	-0.184900725	0.006110511	0.013904628
FSD1L (83856)	-0.184849922	0.009092715	0.01974041
CHD1 (1105)	-0.184737822	0.000870316	0.002446237
AGPAT4 (56895)	-0.184697284	0.054259094	0.093884319
LOX (4015)	-0.184645215	0.453761394	0.553476147
H2AFX (3014)	-0.184621681	0.011130693	0.02369465
AGO4 (192670)	-0.1846025	0.008509195	0.018636315
TMEM107 (84314)	-0.184580704	0.008908439	0.0193689
PDS5B (23047)	-0.184539678	0.00374085	0.009018364
ADAT3 (113179)	-0.184516055	0.001237025	0.003356237
SUGCT (79783)	-0.184436348	0.135003226	0.20477789
SLC17A7 (57030)	-0.184430829	0.008390091	0.018407611
ZNF626 (199777)	-0.184309626	0.102278124	0.16153885
CYB561D2 (11068)	-0.184224079	0.001570497	0.004160177
LRRK2 (120892)	-0.184221539	0.021621473	0.042327588
TRIP12 (9320)	-0.184155299	0.000279874	0.000881814
CCDC13 (152206)	-0.184124181	2.86E-07	1.69E-06
FANCD2 (2177)	-0.18406394	0.017661975	0.035501978
CASC3 (22794)	-0.184007884	0.000792611	0.002249294
MIS18A (54069)	-0.183958376	0.002387003	0.00604935
ERAP2 (64167)	-0.183927619	0.209317281	0.296959392
TRIM59 (286827)	-0.183899228	0.034322602	0.063177528
SUPV3L1 (6832)	-0.183870796	0.000108443	0.00037589
GSTO1 (9446)	-0.183862063	0.048742298	0.085584019
AMER1 (139285)	-0.183796154	0.001745386	0.004561593
LILRB2 (10288)	-0.183793113	2.41E-05	9.60E-05
MUTYH (4595)	-0.183787603	0.006263061	0.014204483
FRY (10129)	-0.183753307	0.114947165	0.178529007
STAB1 (23166)	-0.183734863	0.007758837	0.017177655
U2AF1L5 (102724594)	-0.183637899	0.003346144	0.008178039
ABCA9 (10350)	-0.183536747	0.000286105	0.000899228
GSG1 (83445)	-0.18347194	0.003479689	0.0084709
KLHL12 (59349)	-0.183428096	5.56E-05	0.000204803
CCNY (219771)	-0.183412215	0.000907869	0.002543202
GNL3L (54552)	-0.18339287	0.002050001	0.005282707
IL27RA (9466)	-0.183338498	0.101984859	0.16115544
MYH11 (4629)	-0.183332949	9.50E-05	0.000333574
TSC1 (7248)	-0.183315595	0.000170305	0.000564069
SIMC1 (375484)	-0.183286314	0.055427529	0.095663957
ZKSCAN4 (387032)	-0.183265153	8.59E-05	0.000304458
MOAP1 (64112)	-0.183213709	0.00395869	0.00950165
UCK2 (7371)	-0.183149785	0.002730836	0.006830301
UMODL1 (89766)	-0.18301117	0.000335351	0.001037318
PHKA2 (5256)	-0.182993331	0.004200953	0.010017817
MPZL1 (9019)	-0.182940646	0.009694525	0.020914131
METTL22 (79091)	-0.182893166	0.000118527	0.00040723
TXNL4B (54957)	-0.182825597	8.54E-05	0.000302932
FNIP2 (57600)	-0.182805096	0.046397934	0.081941148
YTHDC1 (91746)	-0.182736215	1.49E-05	6.19E-05
BRI3BP (140707)	-0.182678075	0.041921245	0.07510906
MCM3 (4172)	-0.18265524	0.020718275	0.040830827
ING1 (3621)	-0.182499959	0.001760688	0.004597818
KCTD16 (57528)	-0.182447056	0.00205056	0.005283435
GAK (2580)	-0.182409692	0.000236441	0.000757053
ZFHX2 (85446)	-0.182379487	0.001513758	0.004028272
MAP1LC3B (81631)	-0.182321004	0.00810971	0.017875911
PSMD9 (5715)	-0.182297272	6.31E-05	0.000230245
ZC3H10 (84872)	-0.182287864	6.98E-06	3.11E-05
PRRT1 (80863)	-0.18227458	0.012403369	0.026038396
ALG9 (79796)	-0.18224516	0.000368275	0.001129487
MPI (4351)	-0.182221696	0.001064791	0.002936381
GUCA1B (2979)	-0.182195209	0.003243526	0.007965884
KIZ (55857)	-0.182108709	0.009106027	0.019764828
GTF2A1 (2957)	-0.181983435	0.000554657	0.001629583
FGFR1OP (11116)	-0.181968725	0.001085187	0.002986175
CSRNP2 (81566)	-0.181903771	0.005964477	0.013619269
CADPS (8618)	-0.181890493	0.158814895	0.235230356
ANKRD52 (283373)	-0.181831942	0.002248531	0.005731846
MED12 (9968)	-0.181810371	0.006291588	0.014257357
STXBP3 (6814)	-0.181799887	0.000439748	0.001321766
TIMM10B (26515)	-0.181646428	2.74E-05	0.000107857
GON7 (84520)	-0.181618047	0.002127543	0.00546194
MAPK8 (5599)	-0.181610982	0.003326766	0.008137952
MFSD13A (79847)	-0.181487315	0.027545379	0.052195261
FAM86B1 (85002)	-0.181474288	0.038859078	0.070300338
MPIG6B (80739)	-0.181253485	0.002611973	0.006547546
EFCAB5 (374786)	-0.181251757	7.85E-06	3.46E-05
ASB16 (92591)	-0.181235089	0.0004637	0.001386176
PNPLA7 (375775)	-0.181187091	0.010434622	0.022339768
PRKACB (5567)	-0.181118756	0.105062562	0.165241348
RPS10 (6204)	-0.181113446	0.000332976	0.001030304
IFT74 (80173)	-0.181112399	0.030359702	0.05678614
NOM1 (64434)	-0.181088506	0.001192064	0.003246675
ZNF549 (256051)	-0.181082735	0.041032204	0.073743947
ZNF250 (58500)	-0.181052951	0.003116008	0.007685242
SPEN (23013)	-0.181052312	0.002180762	0.005576133
PPIG (9360)	-0.180999236	0.000102116	0.000356279
PMPCA (23203)	-0.180898036	0.000397164	0.001207256
TRH (7200)	-0.180883502	0.002255024	0.005747595
MMP25 (64386)	-0.180871114	0.001402146	0.003757006
DPP8 (54878)	-0.180845996	6.79E-05	0.000245804
ADAMTS6 (11174)	-0.180843468	0.125501409	0.192238676
ZNF830 (91603)	-0.180834002	0.000177256	0.000584763
STRADB (55437)	-0.1808299	0.022704543	0.044118532
SLC5A3 (6526)	-0.180817264	0.02786881	0.052755909
KHDRBS1 (10657)	-0.180799979	7.81E-05	0.000279151
DIS3L2 (129563)	-0.180738817	0.000176872	0.000583698
CRYAB (1410)	-0.180710751	0.461581105	0.561440287
CCDC141 (285025)	-0.180638355	3.17E-05	0.000123006
LCN10 (414332)	-0.180567957	0.032507001	0.06022588
SHISA5 (51246)	-0.180564201	0.009857316	0.021234213
ACTB (60)	-0.180546835	0.007538366	0.016759317
HIST1H2AH (85235)	-0.180243107	0.00030833	0.000962129
HACD4 (401494)	-0.180230461	0.013214305	0.027522345
STX1B (112755)	-0.180198484	0.021671316	0.042416489
LEO1 (123169)	-0.180134285	0.00030475	0.000953135
RBM25 (58517)	-0.180132705	0.000420085	0.001270878
F13A1 (2162)	-0.180129399	0.02208236	0.043080066
KLF1 (10661)	-0.180015446	0.003149271	0.007754294
C9orf78 (51759)	-0.179957993	0.000233367	0.000748462
ZNF398 (57541)	-0.17987961	0.000249799	0.000795037
PPHLN1 (51535)	-0.179781322	5.93E-05	0.000217436
POLN (353497)	-0.179750256	0.001141533	0.003124608
CLEC4A (50856)	-0.179742433	2.25E-07	1.36E-06
MGAT2 (4247)	-0.179650735	0.001589945	0.004205874
CTSS (1520)	-0.179641292	0.342302701	0.443093218
FAM228B (375190)	-0.179626106	0.021864466	0.042720283
CUBN (8029)	-0.179555432	0.013501505	0.028036344
APLF (200558)	-0.179484707	7.38E-05	0.000265514
PPP1R3E (90673)	-0.179458604	0.026545442	0.050546711
ZFYVE1 (53349)	-0.179422319	0.002611782	0.006547546
ATXN7L3B (552889)	-0.179373711	0.001658346	0.004358508
PSMB8 (5696)	-0.179193181	0.279464039	0.376552615
ZFAT (57623)	-0.179188443	0.002604366	0.006530236
PTPN6 (5777)	-0.179173427	0.379040802	0.480235414
FUS (2521)	-0.179155668	0.000283077	0.000890735
REPIN1 (29803)	-0.179145855	0.025216958	0.048304327
TIGAR (57103)	-0.179081803	0.016574452	0.033552004
NUDT4 (11163)	-0.179066441	0.020340207	0.040176736
GALNT15 (117248)	-0.179012779	0.002248546	0.005731846
PIAS4 (51588)	-0.178996642	0.000304885	0.000953245
ALDH9A1 (223)	-0.178975864	0.000756995	0.00215814
C12orf76 (400073)	-0.178907769	0.001252747	0.003393602
GUCY1A1 (2982)	-0.178845153	0.153118105	0.227974257
TTC31 (64427)	-0.178842713	0.000248472	0.000791339
GPR132 (29933)	-0.178822248	0.077773629	0.127967199
APIP (51074)	-0.178782201	0.004482758	0.010588268
KRBA1 (84626)	-0.178731353	0.042411118	0.075866048
ATCAY (85300)	-0.178727448	0.081845399	0.133655918
CALHM6 (441168)	-0.178687048	0.1247606	0.191226336
MSR1 (4481)	-0.178652149	0.048286707	0.084893077
MFSD4B (91749)	-0.178600208	5.93E-05	0.000217319
KDM4A (9682)	-0.178545175	0.000967199	0.002693637
FCER1A (2205)	-0.17850892	0.000520856	0.001539964
MYOCD (93649)	-0.178477641	0.00643124	0.014542836
RAD18 (56852)	-0.178447579	0.003506828	0.008528293
PEX26 (55670)	-0.178344677	0.000997118	0.002767699
IVNS1ABP (10625)	-0.178277266	0.021467961	0.042104564
TMEM161A (54929)	-0.178212785	0.000542316	0.001597244
DDX28 (55794)	-0.178178574	0.001042269	0.002878834
ZNF766 (90321)	-0.178122761	0.001384714	0.003714301
PTCH2 (8643)	-0.178104366	2.24E-05	8.98E-05
KLHDC1 (122773)	-0.17807706	3.89E-05	0.000148261
NEMP1 (23306)	-0.178020507	0.00725182	0.016188065
URB1 (9875)	-0.177968707	0.001098235	0.003019477
WDPCP (51057)	-0.177965276	6.81E-05	0.000246659
DCLRE1B (64858)	-0.177949159	0.003501993	0.008517615
MSRB3 (253827)	-0.177927485	0.321990689	0.422291549
PAPPA (5069)	-0.177919562	0.139997574	0.211165582
CMTM3 (123920)	-0.177896212	0.272625137	0.369234923
NYNRIN (57523)	-0.177881674	0.107719215	0.168878606
SLC29A1 (2030)	-0.177873195	0.041197522	0.073985494
TUBGCP4 (27229)	-0.177780743	0.00079571	0.002256835
PPP1CC (5501)	-0.177760035	0.000278299	0.000877431
UBFD1 (56061)	-0.177708906	0.000717064	0.002055012
DENND4C (55667)	-0.177669288	0.007224267	0.016139733
BPNT1 (10380)	-0.177554214	0.001642202	0.004322606
PTGDR2 (11251)	-0.177548795	0.000361942	0.00111238
RNF185 (91445)	-0.177491315	0.000307304	0.000959398
PPA1 (5464)	-0.177445686	0.004405224	0.010444079
PUM2 (23369)	-0.177419391	0.00017668	0.000583167
PTPRO (5800)	-0.177402276	0.073595823	0.122005406
SAMM50 (25813)	-0.177377069	6.93E-05	0.000250616
GPM6B (2824)	-0.177329706	0.141286007	0.212723501
ZNF740 (283337)	-0.17730755	0.001067818	0.00294388
TMEM170B (100113407)	-0.177236515	0.037511802	0.068243461
TADA2A (6871)	-0.177228783	0.00038598	0.001177375
ATAD3B (83858)	-0.177181141	0.019088673	0.0380036
TSPYL1 (7259)	-0.177171008	0.001919054	0.004978773
TUBA8 (51807)	-0.177124536	0.027667569	0.052416422
BCKDHA (593)	-0.177112343	0.009207214	0.019955045
ANAPC1 (64682)	-0.177038331	0.000680052	0.001958025
SLX1B (79008)	-0.176951957	0.052150511	0.090760852
UTP15 (84135)	-0.176947365	0.000393347	0.001197366
UIMC1 (51720)	-0.176898107	0.000184037	0.000603496
XPNPEP2 (7512)	-0.176868915	7.52E-06	3.34E-05
TMEM117 (84216)	-0.176615813	0.028302927	0.053429764
PSTPIP2 (9050)	-0.176606176	0.175349795	0.255783029
ACIN1 (22985)	-0.176563761	0.000262289	0.0008323
PCBP1 (5093)	-0.176558054	9.14E-06	3.99E-05
CHEK2 (11200)	-0.176557987	0.003320588	0.008126994
ZNF225 (7768)	-0.176540891	7.59E-05	0.000272447
HELLS (3070)	-0.176531642	0.027406127	0.051972551
CLASP1 (23332)	-0.176342653	0.001719595	0.004500947
PGBD4 (161779)	-0.176231246	1.00E-05	4.32E-05
TMEFF1 (8577)	-0.176219974	0.052134074	0.090740495
AGGF1 (55109)	-0.17614943	0.000251174	0.000799148
CA5B (11238)	-0.176148595	0.010015718	0.021531825
KDM6B (23135)	-0.176110887	0.018994725	0.037839231
RPL38 (6169)	-0.176074345	0.000274922	0.000867783
PRPF40A (55660)	-0.176000234	8.16E-05	0.000291315
AP2A2 (161)	-0.17599082	0.00097534	0.0027128
POMZP3 (22932)	-0.175935642	0.02332044	0.045141203
FAU (2197)	-0.175886961	0.000151325	0.000507795
CSF3R (1441)	-0.175864946	0.127373339	0.19470099
GADD45GIP1 (90480)	-0.175833393	0.000583752	0.001706161
PUDP (8226)	-0.17576612	0.027874482	0.052756212
SETDB1 (9869)	-0.17574139	0.003477961	0.008467823
TRMT13 (54482)	-0.175711975	0.001432285	0.003830096
ZNF519 (162655)	-0.175699709	0.03077222	0.057428679
RMI1 (80010)	-0.175584875	0.007680875	0.017022768
HGSNAT (138050)	-0.175548129	0.03293877	0.060913815
HINT1 (3094)	-0.175491907	0.001180076	0.003218143
COL23A1 (91522)	-0.175405879	0.043597806	0.077691185
RMC1 (29919)	-0.175366663	0.000470823	0.001405932
TIMM17A (10440)	-0.175334867	0.000408158	0.001237866
C2orf88 (84281)	-0.175319718	0.035551648	0.065147961
C2orf42 (54980)	-0.175292336	1.30E-05	5.47E-05
ITFG2 (55846)	-0.174999787	0.000352041	0.00108404
PARP8 (79668)	-0.174990447	0.127328513	0.194648012
LPCAT4 (254531)	-0.174942303	0.010286315	0.022068948
BRICD5 (283870)	-0.174903879	0.025828533	0.049342523
CLK4 (57396)	-0.174743369	0.003893558	0.009355877
ZC3HAV1 (56829)	-0.174734254	0.005525991	0.012713564
XXYLT1 (152002)	-0.174620594	0.023491634	0.045427823
ROBO2 (6092)	-0.174600215	0.103239918	0.162896645
CHRNA6 (8973)	-0.174591933	0.000236119	0.000756278
PURA (5813)	-0.174536695	0.000699805	0.002010968
C8orf44 (56260)	-0.174491001	0.004730049	0.011101147
INMT (11185)	-0.174469633	0.012906982	0.026963254
TXNDC16 (57544)	-0.174447258	0.018148587	0.036346538
SOS1 (6654)	-0.174442562	0.002543185	0.006391012
STAG1 (10274)	-0.174373572	0.001762805	0.004602092
TNFSF14 (8740)	-0.174363435	0.010344536	0.02217646
RAB2B (84932)	-0.174347254	0.002745724	0.006863952
INTS6 (26512)	-0.174242361	0.000327317	0.001015164
SMC2 (10592)	-0.174222309	0.012586775	0.026377802
CCNT1 (904)	-0.174151343	0.000371318	0.001137179
UNC119B (84747)	-0.17413672	0.001080311	0.002974895
SIGLEC14 (100049587)	-0.174128426	2.52E-05	9.99E-05
GNG8 (94235)	-0.174118535	0.001664066	0.004371742
ERCC1 (2067)	-0.173991018	0.004247491	0.010118712
ORMDL1 (94101)	-0.173922548	9.00E-05	0.000317888
FAM69A (388650)	-0.173904614	0.080569537	0.131932531
AARSD1 (80755)	-0.173896989	0.000111548	0.000385673
PPIL2 (23759)	-0.173887975	0.000701832	0.00201649
RAB3GAP1 (22930)	-0.173880844	0.000117639	0.00040454
BET1L (51272)	-0.173803484	0.00030674	0.000957949
CARD9 (64170)	-0.173686974	0.073468847	0.121900468
PRDM1 (639)	-0.173686605	0.103764544	0.163576122
CFAP299 (255119)	-0.173674686	0.000179741	0.000591535
RALBP1 (10928)	-0.173495787	0.001040135	0.002874184
ABCB4 (5244)	-0.173364663	0.028173211	0.053232132
ATRX (546)	-0.173346971	0.004262671	0.010149823
KAT8 (84148)	-0.173327682	0.00134906	0.003628832
NHSL2 (340527)	-0.173315954	0.007827572	0.017311811
CHRNA7 (1139)	-0.173281195	0.0886579	0.142963851
SECISBP2 (79048)	-0.173250279	0.004423072	0.01047684
CTDSPL2 (51496)	-0.173228549	0.00414313	0.009893486
OPCML (4978)	-0.173199656	0.002199409	0.00562081
TICAM1 (148022)	-0.173194083	0.005556799	0.012772164
PREX1 (57580)	-0.173190726	0.273180116	0.369777285
ZKSCAN7 (55888)	-0.17317988	0.018781196	0.037452836
SCN4A (6329)	-0.173085825	0.004737043	0.0111162
THOC7 (80145)	-0.173058884	0.000177517	0.000585526
RXRB (6257)	-0.173054411	0.000241546	0.000771464
PRPF39 (55015)	-0.173023665	0.000569764	0.001669609
RSPRY1 (89970)	-0.173016931	0.00049295	0.001463786
PSPN (5623)	-0.173012244	5.55E-09	4.54E-08
CCT6B (10693)	-0.172997001	0.001786491	0.004658844
SOD1 (6647)	-0.172907918	0.000726979	0.00208052
CITED2 (10370)	-0.1728931	0.215901561	0.304768183
CDR2 (1039)	-0.172857219	0.006054783	0.013800782
MUS81 (80198)	-0.172850782	0.000144543	0.000487945
WDR59 (79726)	-0.172828886	0.002757218	0.006889087
RPS3 (6188)	-0.172808084	0.004612467	0.010858351
ZNF143 (7702)	-0.17277879	4.73E-07	2.68E-06
TRAIP (10293)	-0.172547546	0.005884759	0.013462933
ASB1 (51665)	-0.172541857	0.008363986	0.018356929
POC1A (25886)	-0.172492624	0.002444554	0.006176395
KLHL28 (54813)	-0.172461466	0.000225755	0.000726852
EPM2AIP1 (9852)	-0.172460508	0.028915262	0.054397972
LTC4S (4056)	-0.17239863	0.035589541	0.065204917
CARNMT1 (138199)	-0.172364321	0.001027376	0.002843031
ZNF138 (7697)	-0.172357917	0.00912524	0.01980204
USP25 (29761)	-0.172355749	0.005058873	0.011750433
DENND1B (163486)	-0.172290733	0.020074814	0.03970578
TONSL (4796)	-0.172241388	0.031340315	0.058341014
ECSIT (51295)	-0.172193584	0.002026635	0.005227417
TAF12 (6883)	-0.17216287	0.000412864	0.001250611
MT1H (4496)	-0.172107494	0.065883992	0.11110669
CSDC2 (27254)	-0.172024628	0.038148575	0.069178395
LCAT (3931)	-0.171981445	0.04583232	0.081136853
SEPHS1 (22929)	-0.171958457	0.003002531	0.007430254
ARMC5 (79798)	-0.171915058	0.001456293	0.00388778
FAM124B (79843)	-0.171887188	0.000126352	0.000431712
STK25 (10494)	-0.171843184	0.002529684	0.006361261
MIB1 (57534)	-0.171743154	0.005074663	0.011779961
ZNF426 (79088)	-0.17173923	0.021527979	0.042206813
VPS11 (55823)	-0.171724888	0.000180044	0.00059243
ZNF451 (26036)	-0.171692204	0.000496534	0.001473137
FAM72A (729533)	-0.171598144	0.015028711	0.030767794
RANBP10 (57610)	-0.171576384	0.000263037	0.00083427
TESK1 (7016)	-0.171552005	0.012546653	0.026311
MGA (23269)	-0.171533544	0.005256553	0.012156494
BAHD1 (22893)	-0.171409133	0.001641934	0.004322496
INPP4A (3631)	-0.171393467	0.014163969	0.02922874
RABEPK (10244)	-0.17134338	0.00027823	0.000877358
